,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
11376,INN11415,1,0,0,2,Meal Plan 1,1,Room_Type 1,11,Online,0,0,0,97.0,0,Not_Canceled,2017-08-25
11377,INN11416,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-06
11378,INN11417,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,Canceled,2018-10-14
11379,INN11418,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110.0,0,Canceled,2018-07-06
11380,INN11419,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,70.0,0,Canceled,2017-10-16
11381,INN11420,2,0,0,4,Not Selected,0,Room_Type 1,29,Online,0,0,0,119.0,2,Canceled,2018-10-19
11382,INN11421,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,Not_Canceled,2017-10-16
11383,INN11422,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,75.0,0,Not_Canceled,2018-01-09
11384,INN11423,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,81.9,0,Not_Canceled,2018-04-01
11385,INN11424,2,0,2,2,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,76.5,1,Not_Canceled,2017-08-14
11386,INN11425,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,76.0,0,Not_Canceled,2018-02-27
11387,INN11426,2,1,2,1,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,130.5,3,Not_Canceled,2018-07-09
11388,INN11427,2,0,2,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,124.0,2,Not_Canceled,2017-09-20
11389,INN11428,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,Offline,0,0,0,75.0,1,Not_Canceled,2018-05-09
11390,INN11429,2,0,1,2,Not Selected,0,Room_Type 1,67,Online,0,0,0,91.2,1,Canceled,2018-09-05
11391,INN11430,2,0,0,1,Meal Plan 1,1,Room_Type 1,172,Online,0,0,0,99.9,1,Not_Canceled,2018-11-12
11392,INN11431,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81.0,0,Not_Canceled,2018-02-19
11393,INN11432,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,85.0,0,Not_Canceled,2018-04-15
11394,INN11433,3,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,138.0,1,Not_Canceled,2018-05-03
11395,INN11434,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,169.0,0,Canceled,2018-09-15
11396,INN11435,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,19,65.0,1,Not_Canceled,2018-04-05
11397,INN11436,2,0,0,3,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,68.47,1,Not_Canceled,2018-12-08
11398,INN11437,2,0,0,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,88.55,0,Not_Canceled,2017-10-23
11399,INN11438,3,0,0,1,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,196.0,1,Not_Canceled,2018-10-21
11400,INN11439,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,56.0,0,Not_Canceled,2018-03-01
11401,INN11440,2,0,2,1,Meal Plan 1,0,Room_Type 1,93,Offline,0,0,0,60.0,0,Not_Canceled,2018-03-05
11402,INN11441,2,0,0,2,Meal Plan 1,0,Room_Type 4,145,Online,0,0,0,118.8,0,Not_Canceled,2018-07-28
11403,INN11442,2,0,2,1,Not Selected,0,Room_Type 1,23,Online,0,0,0,79.0,1,Canceled,2018-02-21
11404,INN11443,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,Offline,0,0,0,52.0,0,Canceled,2018-11-25
11405,INN11444,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-08
11406,INN11445,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,Offline,0,0,0,110.0,1,Canceled,2018-09-08
11407,INN11446,2,0,2,0,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,136.0,1,Not_Canceled,2017-10-04
11408,INN11447,3,0,2,0,Meal Plan 1,0,Room_Type 4,90,Online,0,0,0,150.3,2,Not_Canceled,2018-08-21
11409,INN11448,2,0,2,1,Meal Plan 1,0,Room_Type 1,33,Offline,0,0,0,85.5,0,Not_Canceled,2018-05-29
11410,INN11449,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,Corporate,1,3,13,75.0,0,Not_Canceled,2018-08-11
11411,INN11450,2,0,0,1,Meal Plan 1,0,Room_Type 4,197,Online,0,0,0,86.9,1,Canceled,2018-08-11
11412,INN11451,1,0,2,3,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,90.9,2,Not_Canceled,2017-10-18
11413,INN11452,2,0,0,3,Meal Plan 1,0,Room_Type 1,78,Offline,0,0,0,95.0,1,Not_Canceled,2018-09-29
11414,INN11453,2,0,1,2,Meal Plan 1,0,Room_Type 2,81,Online,0,0,0,66.37,2,Not_Canceled,2018-01-29
11415,INN11454,2,0,1,1,Meal Plan 1,0,Room_Type 4,73,Online,0,0,0,140.4,1,Canceled,2018-08-06
11416,INN11455,1,0,0,2,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,85.5,2,Not_Canceled,2017-09-16
11417,INN11456,2,0,2,1,Meal Plan 2,0,Room_Type 1,54,Offline,0,0,0,102.0,0,Not_Canceled,2017-12-27
11418,INN11457,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,100.0,0,Not_Canceled,2018-06-02
11419,INN11458,2,0,0,2,Not Selected,0,Room_Type 1,21,Online,0,0,0,72.38,0,Canceled,2018-11-22
11420,INN11459,2,1,0,2,Meal Plan 1,1,Room_Type 1,37,Online,0,0,0,135.0,1,Not_Canceled,2018-11-01
11421,INN11460,2,0,0,4,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,146.0,1,Not_Canceled,2018-06-07
11422,INN11461,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,Canceled,2018-06-17
11423,INN11462,2,1,2,3,Meal Plan 1,1,Room_Type 1,169,Online,0,0,0,134.52,2,Canceled,2018-08-14
11424,INN11463,2,0,1,3,Meal Plan 1,0,Room_Type 4,160,Online,0,0,0,131.4,1,Canceled,2018-09-29
11425,INN11464,2,0,1,2,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,84.9,1,Not_Canceled,2018-04-04
11426,INN11465,2,0,2,3,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,111.6,0,Not_Canceled,2017-10-01
11427,INN11466,3,0,0,2,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,187.0,2,Not_Canceled,2018-07-26
11428,INN11467,2,1,0,2,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,134.1,1,Not_Canceled,2018-06-29
11429,INN11468,2,0,0,1,Not Selected,0,Room_Type 1,9,Online,0,0,0,79.0,1,Not_Canceled,2018-02-13
11430,INN11469,2,0,0,3,Meal Plan 1,1,Room_Type 1,8,Online,0,0,0,99.0,2,Not_Canceled,2017-08-13
11431,INN11470,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,Not_Canceled,2018-02-17
11432,INN11471,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,112.0,0,Not_Canceled,2017-10-13
11433,INN11472,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,144.0,1,Canceled,2018-09-19
11434,INN11473,3,0,0,3,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,140.7,1,Not_Canceled,2018-07-19
11435,INN11474,2,0,0,2,Not Selected,0,Room_Type 1,21,Online,0,0,0,81.0,0,Not_Canceled,2018-02-25
11436,INN11475,2,1,1,4,Meal Plan 1,0,Room_Type 4,33,Online,0,0,0,75.23,2,Not_Canceled,2018-02-08
11437,INN11476,2,0,2,2,Not Selected,0,Room_Type 1,21,Online,0,0,0,60.0,0,Not_Canceled,2017-12-18
11438,INN11477,2,0,1,2,Not Selected,0,Room_Type 1,128,Online,0,0,0,116.1,0,Canceled,2018-06-10
11439,INN11478,3,0,2,2,Meal Plan 1,0,Room_Type 4,110,Online,0,0,0,139.95,1,Not_Canceled,2018-07-22
11440,INN11479,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,135.0,0,Not_Canceled,2018-05-17
11441,INN11480,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,66.7,0,Not_Canceled,2018-01-14
11442,INN11481,2,0,1,1,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,72.25,0,Not_Canceled,2018-07-23
11443,INN11482,2,0,2,5,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,69.29,0,Not_Canceled,2018-12-27
11444,INN11483,2,0,0,3,Meal Plan 1,0,Room_Type 1,179,Offline,0,0,0,72.25,1,Not_Canceled,2018-07-19
11445,INN11484,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-09
11446,INN11485,2,0,2,2,Not Selected,0,Room_Type 1,18,Online,0,0,0,99.75,1,Not_Canceled,2017-10-03
11447,INN11486,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,Online,0,0,0,117.9,2,Canceled,2018-09-30
11448,INN11487,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,108.8,0,Not_Canceled,2018-05-10
11449,INN11488,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,140.0,0,Not_Canceled,2018-05-20
11450,INN11489,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,1,0,7,66.0,0,Not_Canceled,2018-01-22
11451,INN11490,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,160.0,1,Not_Canceled,2018-10-21
11452,INN11491,2,0,2,4,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,76.5,1,Canceled,2017-08-07
11453,INN11492,2,1,0,1,Not Selected,0,Room_Type 1,16,Online,0,0,0,112.81,1,Canceled,2018-08-24
11454,INN11493,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,95.0,0,Not_Canceled,2017-09-22
11455,INN11494,1,0,0,1,Meal Plan 1,0,Room_Type 4,4,Corporate,0,0,0,90.0,0,Canceled,2018-05-20
11456,INN11495,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Offline,0,0,0,115.0,1,Canceled,2018-06-15
11457,INN11496,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,200.0,1,Not_Canceled,2018-11-07
11458,INN11497,2,0,0,3,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,135.9,2,Not_Canceled,2018-08-16
11459,INN11498,2,0,1,1,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,70.0,0,Not_Canceled,2017-10-05
11460,INN11499,2,0,1,2,Meal Plan 1,0,Room_Type 4,91,Offline,0,0,0,82.45,0,Not_Canceled,2018-07-15
11461,INN11500,2,1,2,0,Meal Plan 1,1,Room_Type 1,87,Online,0,0,0,131.0,0,Not_Canceled,2018-12-25
11462,INN11501,2,0,2,4,Not Selected,0,Room_Type 1,262,Online,0,0,0,63.75,0,Canceled,2018-12-14
11463,INN11502,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,115.0,1,Canceled,2018-07-30
11464,INN11503,2,0,2,1,Not Selected,0,Room_Type 1,49,Online,0,0,0,69.5,0,Not_Canceled,2018-03-05
11465,INN11504,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,Canceled,2018-10-14
11466,INN11505,2,0,1,1,Not Selected,0,Room_Type 1,199,Online,0,0,0,98.1,1,Not_Canceled,2018-10-01
11467,INN11506,2,0,0,4,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,91.38,1,Not_Canceled,2018-11-23
11468,INN11507,2,0,2,5,Not Selected,0,Room_Type 1,30,Online,0,0,0,125.1,1,Not_Canceled,2018-08-15
11469,INN11508,2,0,0,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,129.0,1,Not_Canceled,2018-08-26
11470,INN11509,2,1,0,2,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,101.18,3,Not_Canceled,2018-12-08
11471,INN11510,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,65.0,0,Not_Canceled,2017-10-17
11472,INN11511,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,116.33,0,Canceled,2018-09-22
11473,INN11512,1,0,1,2,Meal Plan 1,0,Room_Type 1,195,Offline,0,0,0,76.16,0,Not_Canceled,2018-05-16
11474,INN11513,2,0,1,3,Not Selected,0,Room_Type 1,47,Online,0,0,0,65.75,0,Not_Canceled,2018-03-07
11475,INN11514,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,131.0,1,Canceled,2018-07-28
11476,INN11515,2,0,1,1,Not Selected,1,Room_Type 1,18,Online,0,0,0,127.0,2,Not_Canceled,2018-09-03
11477,INN11516,3,0,1,2,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,137.7,2,Not_Canceled,2018-07-15
11478,INN11517,1,0,1,0,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,115.0,0,Canceled,2018-10-16
11479,INN11518,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,110.71,0,Not_Canceled,2018-07-07
11480,INN11519,2,0,0,2,Not Selected,0,Room_Type 1,3,Online,0,0,0,83.5,1,Not_Canceled,2018-02-25
11481,INN11520,2,0,0,1,Meal Plan 1,0,Room_Type 1,182,Online,0,0,0,97.71,1,Canceled,2018-09-03
11482,INN11521,2,0,0,1,Not Selected,0,Room_Type 1,182,Online,0,0,0,98.1,0,Canceled,2018-10-12
11483,INN11522,2,0,1,3,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,149.81,1,Canceled,2017-09-28
11484,INN11523,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,106.0,2,Not_Canceled,2017-08-19
11485,INN11524,2,0,1,1,Not Selected,0,Room_Type 1,42,Online,0,0,0,94.5,0,Not_Canceled,2018-04-11
11486,INN11525,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,65.0,0,Not_Canceled,2018-04-01
11487,INN11526,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,Offline,0,0,0,90.67,1,Not_Canceled,2018-10-07
11488,INN11527,2,0,2,5,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,146.0,0,Canceled,2018-03-26
11489,INN11528,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,Online,0,0,0,132.84,1,Canceled,2018-09-29
11490,INN11529,1,0,2,3,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,128.6,0,Not_Canceled,2018-06-26
11491,INN11530,1,0,1,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,149.0,1,Not_Canceled,2018-09-05
11492,INN11531,2,3,0,2,Meal Plan 1,0,Room_Type 7,114,Online,0,0,0,266.3,0,Canceled,2018-08-02
11493,INN11532,2,0,1,3,Meal Plan 1,0,Room_Type 1,161,Online,0,0,0,126.9,0,Canceled,2018-09-15
11494,INN11533,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,Not_Canceled,2017-09-18
11495,INN11534,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,Offline,0,0,0,110.0,0,Canceled,2018-04-17
11496,INN11535,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-06
11497,INN11536,2,0,1,2,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,87.0,0,Not_Canceled,2018-03-04
11498,INN11537,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-14
11499,INN11538,2,0,0,4,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,90.95,0,Not_Canceled,2017-11-10
11500,INN11539,2,0,0,1,Meal Plan 1,0,Room_Type 5,6,Corporate,1,0,2,109.0,0,Not_Canceled,2018-09-27
11501,INN11540,2,0,2,2,Meal Plan 1,0,Room_Type 4,82,Online,0,0,0,99.45,1,Not_Canceled,2018-04-08
11502,INN11541,1,0,0,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,86.4,0,Not_Canceled,2018-11-25
11503,INN11542,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Offline,0,0,0,115.0,1,Canceled,2018-06-15
11504,INN11543,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,94.33,2,Not_Canceled,2018-03-03
11505,INN11544,2,0,2,5,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,58.36,1,Canceled,2018-12-27
11506,INN11545,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,115.0,0,Canceled,2018-04-19
11507,INN11546,2,1,0,2,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,121.5,2,Not_Canceled,2018-04-05
11508,INN11547,1,0,1,0,Not Selected,0,Room_Type 1,4,Online,0,0,0,89.0,0,Not_Canceled,2018-04-11
11509,INN11548,2,0,0,1,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,107.0,1,Canceled,2018-04-30
11510,INN11549,3,0,0,2,Meal Plan 1,0,Room_Type 4,179,Online,0,0,0,141.3,0,Canceled,2018-10-07
11511,INN11550,2,0,1,1,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,116.0,0,Not_Canceled,2018-09-26
11512,INN11551,2,0,2,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,87.0,1,Not_Canceled,2017-11-14
11513,INN11552,2,0,1,2,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,92.7,1,Canceled,2018-04-01
11514,INN11553,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52.0,0,Not_Canceled,2018-12-09
11515,INN11554,3,0,1,4,Meal Plan 1,0,Room_Type 4,168,Online,0,0,0,130.05,0,Canceled,2018-08-01
11516,INN11555,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,84.65,0,Not_Canceled,2018-02-05
11517,INN11556,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,135.0,0,Not_Canceled,2017-10-18
11518,INN11557,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,155.0,1,Not_Canceled,2018-08-25
11519,INN11558,1,0,0,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,124.0,1,Canceled,2018-11-04
11520,INN11559,2,0,0,2,Not Selected,0,Room_Type 1,172,Online,0,0,0,94.95,0,Canceled,2018-06-02
11521,INN11560,3,0,0,3,Meal Plan 1,0,Room_Type 4,119,Online,0,0,0,137.7,0,Not_Canceled,2018-07-26
11522,INN11561,1,0,0,1,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,119.7,0,Canceled,2018-04-27
11523,INN11562,3,0,0,3,Meal Plan 1,0,Room_Type 4,120,Online,0,0,0,140.7,0,Not_Canceled,2018-07-28
11524,INN11563,1,0,0,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,113.6,0,Not_Canceled,2017-09-15
11525,INN11564,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,Not_Canceled,2018-02-17
11526,INN11565,2,1,1,0,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,171.0,1,Not_Canceled,2018-08-08
11527,INN11566,2,0,0,4,Not Selected,0,Room_Type 1,110,Online,0,0,0,86.9,1,Not_Canceled,2018-09-14
11528,INN11567,3,0,3,5,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,149.4,2,Not_Canceled,2018-07-03
11529,INN11568,1,0,0,2,Meal Plan 1,0,Room_Type 4,65,Online,0,0,0,139.5,0,Not_Canceled,2018-07-12
11530,INN11569,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,100.0,0,Not_Canceled,2018-05-24
11531,INN11570,2,2,0,3,Meal Plan 1,1,Room_Type 6,147,Online,0,0,0,174.0,1,Not_Canceled,2018-03-24
11532,INN11571,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-15
11533,INN11572,0,2,0,4,Meal Plan 1,0,Room_Type 2,53,Online,0,0,0,77.86,2,Not_Canceled,2018-11-29
11534,INN11573,1,0,1,0,Not Selected,0,Room_Type 1,65,Online,0,0,0,79.2,0,Not_Canceled,2018-11-20
11535,INN11574,1,0,2,3,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,95.0,0,Not_Canceled,2018-10-23
11536,INN11575,1,0,2,5,Meal Plan 1,0,Room_Type 1,14,Aviation,0,0,0,95.0,0,Not_Canceled,2018-05-12
11537,INN11576,2,0,1,4,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,85.0,0,Not_Canceled,2018-07-25
11538,INN11577,2,0,2,1,Not Selected,0,Room_Type 1,21,Online,0,0,0,129.0,1,Canceled,2018-09-18
11539,INN11578,1,0,1,1,Not Selected,0,Room_Type 1,13,Online,0,0,0,79.2,0,Not_Canceled,2018-12-19
11540,INN11579,3,0,1,2,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,153.3,0,Canceled,2018-05-27
11541,INN11580,2,1,1,2,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,132.9,0,Canceled,2018-07-08
11542,INN11581,2,0,2,5,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,96.1,1,Not_Canceled,2018-12-14
11543,INN11582,2,0,2,3,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,93.0,2,Not_Canceled,2018-02-19
11544,INN11583,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,Canceled,2018-06-12
11545,INN11584,2,0,1,0,Meal Plan 1,0,Room_Type 1,156,Online,0,0,0,96.3,0,Canceled,2018-06-26
11546,INN11585,2,0,2,1,Meal Plan 1,0,Room_Type 1,102,Online,0,0,0,63.86,1,Not_Canceled,2018-04-02
11547,INN11586,1,0,5,10,Meal Plan 1,0,Room_Type 1,11,Aviation,0,0,0,95.0,0,Canceled,2018-05-09
11548,INN11587,2,0,1,3,Not Selected,0,Room_Type 1,39,Online,0,0,0,74.8,2,Not_Canceled,2018-11-17
11549,INN11588,2,0,0,4,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,132.3,2,Not_Canceled,2018-10-19
11550,INN11589,2,0,0,1,Meal Plan 1,0,Room_Type 2,217,Online,0,0,0,76.5,3,Not_Canceled,2017-08-07
11551,INN11590,2,0,1,1,Not Selected,0,Room_Type 1,78,Online,0,0,0,125.1,0,Canceled,2018-09-10
11552,INN11591,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,106.2,0,Not_Canceled,2018-04-30
11553,INN11592,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,90.0,0,Not_Canceled,2018-11-25
11554,INN11593,2,0,1,3,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,112.2,0,Canceled,2018-04-14
11555,INN11594,2,2,1,0,Meal Plan 1,0,Room_Type 6,8,Online,0,0,0,181.0,1,Not_Canceled,2018-04-11
11556,INN11595,2,0,1,5,Not Selected,0,Room_Type 1,76,Online,0,0,0,76.5,1,Not_Canceled,2018-03-21
11557,INN11596,2,0,0,2,Not Selected,0,Room_Type 1,88,Online,0,0,0,76.5,0,Canceled,2018-04-07
11558,INN11597,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,Canceled,2018-11-01
11559,INN11598,2,0,2,2,Meal Plan 1,0,Room_Type 1,359,Online,0,0,0,105.0,1,Canceled,2018-09-16
11560,INN11599,2,0,0,1,Not Selected,0,Room_Type 1,28,Online,0,0,0,110.0,0,Not_Canceled,2018-09-01
11561,INN11600,2,0,2,1,Meal Plan 1,0,Room_Type 4,72,Offline,0,0,0,60.0,0,Not_Canceled,2017-12-05
11562,INN11601,3,0,1,2,Meal Plan 1,1,Room_Type 4,4,Online,0,0,0,139.0,1,Not_Canceled,2018-02-12
11563,INN11602,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140.0,1,Not_Canceled,2018-09-28
11564,INN11603,1,0,2,1,Meal Plan 1,0,Room_Type 1,23,Aviation,0,0,0,95.0,0,Canceled,2018-10-15
11565,INN11604,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,Offline,0,0,0,90.0,0,Canceled,2018-09-09
11566,INN11605,2,0,2,1,Meal Plan 1,0,Room_Type 4,283,Online,0,0,0,111.3,1,Canceled,2018-10-23
11567,INN11606,0,2,2,5,Meal Plan 1,0,Room_Type 2,255,Online,0,0,0,72.0,0,Canceled,2018-11-12
11568,INN11607,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,Canceled,2018-10-12
11569,INN11608,1,0,0,2,Meal Plan 1,0,Room_Type 1,20,Corporate,0,0,0,79.0,0,Canceled,2018-03-31
11570,INN11609,2,0,1,4,Meal Plan 1,0,Room_Type 4,29,Online,0,0,0,161.0,2,Not_Canceled,2018-10-05
11571,INN11610,2,0,2,5,Meal Plan 1,0,Room_Type 1,170,Offline,0,0,0,72.25,0,Not_Canceled,2018-08-10
11572,INN11611,2,0,0,4,Meal Plan 1,1,Room_Type 1,54,Online,0,0,0,97.4,1,Not_Canceled,2018-11-23
11573,INN11612,2,0,2,3,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,79.43,0,Not_Canceled,2018-02-05
11574,INN11613,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,32.5,1,Not_Canceled,2018-05-20
11575,INN11614,2,0,0,1,Not Selected,0,Room_Type 1,98,Online,0,0,0,116.1,0,Canceled,2018-05-07
11576,INN11615,2,0,1,3,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,114.25,0,Canceled,2018-12-26
11577,INN11616,2,0,2,5,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,85.5,0,Not_Canceled,2018-06-10
11578,INN11617,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,65.0,0,Not_Canceled,2017-08-05
11579,INN11618,2,0,2,4,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,89.25,2,Not_Canceled,2017-10-15
11580,INN11619,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,89.0,0,Not_Canceled,2017-11-05
11581,INN11620,2,0,2,1,Meal Plan 1,0,Room_Type 1,224,Online,0,0,0,96.3,1,Canceled,2018-10-29
11582,INN11621,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65.0,0,Not_Canceled,2017-11-09
11583,INN11622,2,1,0,3,Meal Plan 1,0,Room_Type 1,172,Online,0,0,0,108.9,0,Canceled,2018-10-04
11584,INN11623,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,72.25,2,Not_Canceled,2017-11-23
11585,INN11624,2,0,0,3,Not Selected,0,Room_Type 1,23,Online,0,0,0,82.33,0,Not_Canceled,2018-03-10
